a,b,c,triplets_mapped,co
390,203,117,"(390, 203, 117)",1
390,203,58,"(390, 203, 58)",1
180,42,140,"(180, 42, 140)",1
180,140,42,"(180, 140, 42)",1
42,180,140,"(42, 180, 140)",1
325,12,10,"(325, 12, 10)",1
12,395,325,"(12, 395, 325)",1
12,395,10,"(12, 395, 10)",1
12,325,395,"(12, 325, 395)",1
12,325,10,"(12, 325, 10)",1
12,10,395,"(12, 10, 395)",1
12,10,325,"(12, 10, 325)",1
325,395,12,"(325, 395, 12)",1
325,395,10,"(325, 395, 10)",1
325,12,395,"(325, 12, 395)",1
325,10,395,"(325, 10, 395)",1
42,140,180,"(42, 140, 180)",1
325,10,12,"(325, 10, 12)",1
10,395,12,"(10, 395, 12)",1
10,395,325,"(10, 395, 325)",1
10,12,395,"(10, 12, 395)",1
10,12,325,"(10, 12, 325)",1
10,325,395,"(10, 325, 395)",1
10,325,12,"(10, 325, 12)",1
140,42,180,"(140, 42, 180)",1
140,180,42,"(140, 180, 42)",1
390,203,107,"(390, 203, 107)",1
390,58,117,"(390, 58, 117)",1
390,58,203,"(390, 58, 203)",1
107,58,390,"(107, 58, 390)",1
107,117,203,"(107, 117, 203)",1
107,117,58,"(107, 117, 58)",1
107,390,117,"(107, 390, 117)",1
107,390,203,"(107, 390, 203)",1
107,390,58,"(107, 390, 58)",1
107,203,117,"(107, 203, 117)",1
107,203,390,"(107, 203, 390)",1
107,203,58,"(107, 203, 58)",1
107,58,117,"(107, 58, 117)",1
107,58,203,"(107, 58, 203)",1
58,107,203,"(58, 107, 203)",1
271,140,371,"(271, 140, 371)",1
271,140,284,"(271, 140, 284)",1
271,371,140,"(271, 371, 140)",1
271,371,284,"(271, 371, 284)",1
271,284,140,"(271, 284, 140)",1
271,284,371,"(271, 284, 371)",1
140,271,371,"(140, 271, 371)",1
140,271,284,"(140, 271, 284)",1
140,371,271,"(140, 371, 271)",1
107,117,390,"(107, 117, 390)",1
58,107,390,"(58, 107, 390)",1
390,58,107,"(390, 58, 107)",1
203,58,107,"(203, 58, 107)",1
390,107,117,"(390, 107, 117)",1
390,107,203,"(390, 107, 203)",1
390,107,58,"(390, 107, 58)",1
203,117,390,"(203, 117, 390)",1
203,117,107,"(203, 117, 107)",1
203,390,117,"(203, 390, 117)",1
203,390,58,"(203, 390, 58)",1
203,390,107,"(203, 390, 107)",1
203,58,390,"(203, 58, 390)",1
203,107,117,"(203, 107, 117)",1
58,107,117,"(58, 107, 117)",1
203,107,390,"(203, 107, 390)",1
203,107,58,"(203, 107, 58)",1
58,117,390,"(58, 117, 390)",1
58,117,107,"(58, 117, 107)",1
58,390,117,"(58, 390, 117)",1
58,390,203,"(58, 390, 203)",1
58,390,107,"(58, 390, 107)",1
58,203,390,"(58, 203, 390)",1
58,203,107,"(58, 203, 107)",1
395,10,325,"(395, 10, 325)",1
395,325,10,"(395, 325, 10)",1
87,165,166,"(87, 165, 166)",1
395,325,12,"(395, 325, 12)",1
109,344,3,"(109, 344, 3)",1
147,48,325,"(147, 48, 325)",1
147,325,48,"(147, 325, 48)",1
48,147,325,"(48, 147, 325)",1
48,325,147,"(48, 325, 147)",1
325,147,48,"(325, 147, 48)",1
325,48,147,"(325, 48, 147)",1
179,115,17,"(179, 115, 17)",1
179,115,42,"(179, 115, 42)",1
179,17,115,"(179, 17, 115)",1
179,17,42,"(179, 17, 42)",1
179,42,115,"(179, 42, 115)",1
179,42,17,"(179, 42, 17)",1
115,179,17,"(115, 179, 17)",1
115,179,42,"(115, 179, 42)",1
115,17,179,"(115, 17, 179)",1
115,42,179,"(115, 42, 179)",1
17,179,115,"(17, 179, 115)",1
17,179,42,"(17, 179, 42)",1
17,115,179,"(17, 115, 179)",1
17,42,179,"(17, 42, 179)",1
109,3,344,"(109, 3, 344)",1
344,109,3,"(344, 109, 3)",1
344,3,109,"(344, 3, 109)",1
447,115,109,"(447, 115, 109)",1
142,271,147,"(142, 271, 147)",1
271,155,147,"(271, 155, 147)",1
271,155,142,"(271, 155, 142)",1
271,147,155,"(271, 147, 155)",1
271,147,142,"(271, 147, 142)",1
271,142,155,"(271, 142, 155)",1
271,142,147,"(271, 142, 147)",1
115,447,109,"(115, 447, 109)",1
115,109,447,"(115, 109, 447)",1
447,109,115,"(447, 109, 115)",1
3,109,344,"(3, 109, 344)",1
109,115,447,"(109, 115, 447)",1
109,447,115,"(109, 447, 115)",1
156,120,42,"(156, 120, 42)",1
156,42,120,"(156, 42, 120)",1
120,156,42,"(120, 156, 42)",1
120,42,156,"(120, 42, 156)",1
42,156,120,"(42, 156, 120)",1
42,120,156,"(42, 120, 156)",1
3,344,109,"(3, 344, 109)",1
42,179,115,"(42, 179, 115)",1
42,179,17,"(42, 179, 17)",1
42,115,179,"(42, 115, 179)",1
156,201,17,"(156, 201, 17)",1
147,201,17,"(147, 201, 17)",1
147,156,17,"(147, 156, 17)",1
147,17,201,"(147, 17, 201)",1
147,17,156,"(147, 17, 156)",1
201,147,17,"(201, 147, 17)",1
201,156,17,"(201, 156, 17)",1
201,17,147,"(201, 17, 147)",1
201,17,156,"(201, 17, 156)",1
156,147,17,"(156, 147, 17)",1
156,17,147,"(156, 17, 147)",1
30,389,142,"(30, 389, 142)",1
156,17,201,"(156, 17, 201)",1
17,147,201,"(17, 147, 201)",1
17,147,156,"(17, 147, 156)",1
17,201,147,"(17, 201, 147)",1
17,201,156,"(17, 201, 156)",1
17,156,147,"(17, 156, 147)",1
17,156,201,"(17, 156, 201)",1
395,12,325,"(395, 12, 325)",1
395,12,10,"(395, 12, 10)",1
30,142,389,"(30, 142, 389)",1
142,30,389,"(142, 30, 389)",1
42,17,179,"(42, 17, 179)",1
30,109,198,"(30, 109, 198)",1
155,4,217,"(155, 4, 217)",1
155,217,4,"(155, 217, 4)",1
4,155,217,"(4, 155, 217)",1
4,217,155,"(4, 217, 155)",1
217,155,4,"(217, 155, 4)",1
217,4,155,"(217, 4, 155)",1
198,30,109,"(198, 30, 109)",1
198,109,30,"(198, 109, 30)",1
30,198,109,"(30, 198, 109)",1
109,198,30,"(109, 198, 30)",1
142,389,30,"(142, 389, 30)",1
109,30,198,"(109, 30, 198)",1
86,466,212,"(86, 466, 212)",1
86,212,466,"(86, 212, 466)",1
466,86,212,"(466, 86, 212)",1
466,212,86,"(466, 212, 86)",1
212,86,466,"(212, 86, 466)",1
212,466,86,"(212, 466, 86)",1
389,142,30,"(389, 142, 30)",1
389,30,142,"(389, 30, 142)",1
140,371,284,"(140, 371, 284)",1
140,284,271,"(140, 284, 271)",1
140,284,371,"(140, 284, 371)",1
371,271,140,"(371, 271, 140)",1
355,4,444,"(355, 4, 444)",1
355,64,4,"(355, 64, 4)",1
355,64,444,"(355, 64, 444)",1
355,444,4,"(355, 444, 4)",1
355,444,64,"(355, 444, 64)",1
122,298,292,"(122, 298, 292)",1
122,292,298,"(122, 292, 298)",1
298,122,292,"(298, 122, 292)",1
298,292,122,"(298, 292, 122)",1
292,122,298,"(292, 122, 298)",1
292,298,122,"(292, 298, 122)",1
88,361,89,"(88, 361, 89)",1
88,89,361,"(88, 89, 361)",1
361,88,89,"(361, 88, 89)",1
361,89,88,"(361, 89, 88)",1
89,88,361,"(89, 88, 361)",1
89,361,88,"(89, 361, 88)",1
141,259,306,"(141, 259, 306)",1
141,259,102,"(141, 259, 102)",1
141,306,259,"(141, 306, 259)",1
141,306,102,"(141, 306, 102)",1
355,4,64,"(355, 4, 64)",1
444,355,64,"(444, 355, 64)",1
444,355,4,"(444, 355, 4)",1
4,355,64,"(4, 355, 64)",1
35,174,118,"(35, 174, 118)",1
118,35,174,"(118, 35, 174)",1
118,174,35,"(118, 174, 35)",1
174,35,118,"(174, 35, 118)",1
174,118,35,"(174, 118, 35)",1
4,64,444,"(4, 64, 444)",1
4,64,355,"(4, 64, 355)",1
4,444,64,"(4, 444, 64)",1
4,444,355,"(4, 444, 355)",1
4,355,444,"(4, 355, 444)",1
444,64,355,"(444, 64, 355)",1
64,4,444,"(64, 4, 444)",1
64,4,355,"(64, 4, 355)",1
64,444,4,"(64, 444, 4)",1
64,444,355,"(64, 444, 355)",1
64,355,4,"(64, 355, 4)",1
64,355,444,"(64, 355, 444)",1
444,4,64,"(444, 4, 64)",1
444,4,355,"(444, 4, 355)",1
444,64,4,"(444, 64, 4)",1
141,102,259,"(141, 102, 259)",1
141,102,306,"(141, 102, 306)",1
259,141,306,"(259, 141, 306)",1
73,257,14,"(73, 257, 14)",1
257,66,14,"(257, 66, 14)",1
257,66,73,"(257, 66, 73)",1
257,14,66,"(257, 14, 66)",1
257,14,73,"(257, 14, 73)",1
257,73,66,"(257, 73, 66)",1
257,73,14,"(257, 73, 14)",1
73,66,257,"(73, 66, 257)",1
73,14,257,"(73, 14, 257)",1
73,257,66,"(73, 257, 66)",1
329,101,116,"(329, 101, 116)",1
14,257,73,"(14, 257, 73)",1
329,116,101,"(329, 116, 101)",1
101,329,116,"(101, 329, 116)",1
101,116,329,"(101, 116, 329)",1
116,329,101,"(116, 329, 101)",1
116,101,329,"(116, 101, 329)",1
87,166,249,"(87, 166, 249)",1
87,166,165,"(87, 166, 165)",1
87,249,166,"(87, 249, 166)",1
87,249,165,"(87, 249, 165)",1
14,73,257,"(14, 73, 257)",1
14,257,66,"(14, 257, 66)",1
259,141,102,"(259, 141, 102)",1
306,102,259,"(306, 102, 259)",1
259,306,141,"(259, 306, 141)",1
259,306,102,"(259, 306, 102)",1
259,102,141,"(259, 102, 141)",1
259,102,306,"(259, 102, 306)",1
306,141,259,"(306, 141, 259)",1
306,141,102,"(306, 141, 102)",1
306,259,141,"(306, 259, 141)",1
306,259,102,"(306, 259, 102)",1
306,102,141,"(306, 102, 141)",1
102,141,259,"(102, 141, 259)",1
14,66,257,"(14, 66, 257)",1
102,141,306,"(102, 141, 306)",1
102,259,141,"(102, 259, 141)",1
102,259,306,"(102, 259, 306)",1
102,306,141,"(102, 306, 141)",1
102,306,259,"(102, 306, 259)",1
66,14,257,"(66, 14, 257)",1
66,257,14,"(66, 257, 14)",1
66,257,73,"(66, 257, 73)",1
66,73,257,"(66, 73, 257)",1
35,118,174,"(35, 118, 174)",1
42,191,121,"(42, 191, 121)",1
42,191,468,"(42, 191, 468)",1
16,397,52,"(16, 397, 52)",1
5,75,6,"(5, 75, 6)",1
6,5,75,"(6, 5, 75)",1
6,75,5,"(6, 75, 5)",1
75,5,6,"(75, 5, 6)",1
75,6,5,"(75, 6, 5)",1
52,16,397,"(52, 16, 397)",1
52,397,16,"(52, 397, 16)",1
16,52,397,"(16, 52, 397)",1
16,51,397,"(16, 51, 397)",1
16,397,51,"(16, 397, 51)",1
163,60,26,"(163, 60, 26)",1
51,16,397,"(51, 16, 397)",1
51,397,16,"(51, 397, 16)",1
397,52,16,"(397, 52, 16)",1
397,16,52,"(397, 16, 52)",1
397,16,51,"(397, 16, 51)",1
397,51,16,"(397, 51, 16)",1
80,190,240,"(80, 190, 240)",1
80,240,190,"(80, 240, 190)",1
190,80,240,"(190, 80, 240)",1
5,6,75,"(5, 6, 75)",1
163,60,4,"(163, 60, 4)",1
240,80,190,"(240, 80, 190)",1
284,371,271,"(284, 371, 271)",1
371,271,284,"(371, 271, 284)",1
371,140,271,"(371, 140, 271)",1
371,140,284,"(371, 140, 284)",1
371,284,271,"(371, 284, 271)",1
371,284,140,"(371, 284, 140)",1
284,271,140,"(284, 271, 140)",1
284,271,371,"(284, 271, 371)",1
284,140,271,"(284, 140, 271)",1
284,140,371,"(284, 140, 371)",1
284,371,140,"(284, 371, 140)",1
163,26,60,"(163, 26, 60)",1
4,60,163,"(4, 60, 163)",1
4,163,60,"(4, 163, 60)",1
26,60,163,"(26, 60, 163)",1
26,163,60,"(26, 163, 60)",1
60,4,163,"(60, 4, 163)",1
60,26,163,"(60, 26, 163)",1
60,163,4,"(60, 163, 4)",1
60,163,26,"(60, 163, 26)",1
163,4,60,"(163, 4, 60)",1
190,240,80,"(190, 240, 80)",1
240,190,80,"(240, 190, 80)",1
42,121,191,"(42, 121, 191)",1
121,42,468,"(121, 42, 468)",1
468,121,42,"(468, 121, 42)",1
468,191,121,"(468, 191, 121)",1
468,191,42,"(468, 191, 42)",1
468,42,121,"(468, 42, 121)",1
468,42,191,"(468, 42, 191)",1
121,468,191,"(121, 468, 191)",1
121,468,42,"(121, 468, 42)",1
121,191,468,"(121, 191, 468)",1
121,191,42,"(121, 191, 42)",1
121,42,191,"(121, 42, 191)",1
58,127,94,"(58, 127, 94)",1
191,468,121,"(191, 468, 121)",1
191,468,42,"(191, 468, 42)",1
191,121,468,"(191, 121, 468)",1
191,121,42,"(191, 121, 42)",1
191,42,468,"(191, 42, 468)",1
191,42,121,"(191, 42, 121)",1
42,468,121,"(42, 468, 121)",1
42,468,191,"(42, 468, 191)",1
42,121,468,"(42, 121, 468)",1
468,121,191,"(468, 121, 191)",1
58,94,127,"(58, 94, 127)",1
126,94,33,"(126, 94, 33)",1
301,31,29,"(301, 31, 29)",1
126,33,94,"(126, 33, 94)",1
94,126,33,"(94, 126, 33)",1
94,33,126,"(94, 33, 126)",1
33,126,94,"(33, 126, 94)",1
33,94,126,"(33, 94, 126)",1
31,29,301,"(31, 29, 301)",1
31,301,29,"(31, 301, 29)",1
29,31,301,"(29, 31, 301)",1
29,301,31,"(29, 301, 31)",1
301,29,31,"(301, 29, 31)",1
127,58,94,"(127, 58, 94)",1
52,94,127,"(52, 94, 127)",1
52,127,94,"(52, 127, 94)",1
94,52,127,"(94, 52, 127)",1
94,127,52,"(94, 127, 52)",1
94,127,58,"(94, 127, 58)",1
94,58,127,"(94, 58, 127)",1
127,52,94,"(127, 52, 94)",1
127,94,52,"(127, 94, 52)",1
127,94,58,"(127, 94, 58)",1
226,128,56,"(226, 128, 56)",1
226,128,26,"(226, 128, 26)",1
226,128,57,"(226, 128, 57)",1
150,237,68,"(150, 237, 68)",1
66,52,482,"(66, 52, 482)",1
66,52,173,"(66, 52, 173)",1
66,52,163,"(66, 52, 163)",1
66,482,52,"(66, 482, 52)",1
66,482,173,"(66, 482, 173)",1
66,482,163,"(66, 482, 163)",1
66,173,52,"(66, 173, 52)",1
66,173,482,"(66, 173, 482)",1
66,173,163,"(66, 173, 163)",1
66,163,52,"(66, 163, 52)",1
66,163,482,"(66, 163, 482)",1
66,163,173,"(66, 163, 173)",1
52,66,482,"(52, 66, 482)",1
52,66,173,"(52, 66, 173)",1
52,66,163,"(52, 66, 163)",1
52,482,66,"(52, 482, 66)",1
52,482,173,"(52, 482, 173)",1
52,482,163,"(52, 482, 163)",1
52,173,66,"(52, 173, 66)",1
52,173,482,"(52, 173, 482)",1
52,173,163,"(52, 173, 163)",1
203,299,26,"(203, 299, 26)",1
203,299,88,"(203, 299, 88)",1
203,26,299,"(203, 26, 299)",1
26,299,203,"(26, 299, 203)",1
88,26,299,"(88, 26, 299)",1
88,26,203,"(88, 26, 203)",1
88,299,26,"(88, 299, 26)",1
88,299,203,"(88, 299, 203)",1
88,203,26,"(88, 203, 26)",1
88,203,299,"(88, 203, 299)",1
26,88,299,"(26, 88, 299)",1
26,88,203,"(26, 88, 203)",1
26,299,88,"(26, 299, 88)",1
26,203,88,"(26, 203, 88)",1
203,26,88,"(203, 26, 88)",1
26,203,299,"(26, 203, 299)",1
299,88,26,"(299, 88, 26)",1
299,88,203,"(299, 88, 203)",1
299,26,88,"(299, 26, 88)",1
299,26,203,"(299, 26, 203)",1
299,203,88,"(299, 203, 88)",1
299,203,26,"(299, 203, 26)",1
203,88,26,"(203, 88, 26)",1
203,88,299,"(203, 88, 299)",1
52,163,66,"(52, 163, 66)",1
52,163,482,"(52, 163, 482)",1
52,163,173,"(52, 163, 173)",1
163,173,52,"(163, 173, 52)",1
163,66,482,"(163, 66, 482)",1
163,66,173,"(163, 66, 173)",1
163,52,66,"(163, 52, 66)",1
163,52,482,"(163, 52, 482)",1
163,52,173,"(163, 52, 173)",1
163,482,66,"(163, 482, 66)",1
163,482,52,"(163, 482, 52)",1
163,482,173,"(163, 482, 173)",1
163,173,66,"(163, 173, 66)",1
163,173,482,"(163, 173, 482)",1
173,163,482,"(173, 163, 482)",1
126,207,208,"(126, 207, 208)",1
126,208,207,"(126, 208, 207)",1
207,126,208,"(207, 126, 208)",1
207,208,126,"(207, 208, 126)",1
208,126,207,"(208, 126, 207)",1
208,207,126,"(208, 207, 126)",1
182,16,51,"(182, 16, 51)",1
182,51,16,"(182, 51, 16)",1
16,182,51,"(16, 182, 51)",1
163,66,52,"(163, 66, 52)",1
173,163,52,"(173, 163, 52)",1
482,66,52,"(482, 66, 52)",1
482,163,52,"(482, 163, 52)",1
482,66,173,"(482, 66, 173)",1
482,66,163,"(482, 66, 163)",1
482,52,66,"(482, 52, 66)",1
482,52,173,"(482, 52, 173)",1
482,52,163,"(482, 52, 163)",1
482,173,66,"(482, 173, 66)",1
482,173,52,"(482, 173, 52)",1
482,173,163,"(482, 173, 163)",1
482,163,66,"(482, 163, 66)",1
482,163,173,"(482, 163, 173)",1
173,163,66,"(173, 163, 66)",1
173,66,52,"(173, 66, 52)",1
173,66,482,"(173, 66, 482)",1
173,66,163,"(173, 66, 163)",1
173,52,66,"(173, 52, 66)",1
173,52,482,"(173, 52, 482)",1
173,52,163,"(173, 52, 163)",1
173,482,66,"(173, 482, 66)",1
173,482,52,"(173, 482, 52)",1
173,482,163,"(173, 482, 163)",1
150,68,237,"(150, 68, 237)",1
68,150,237,"(68, 150, 237)",1
51,182,16,"(51, 182, 16)",1
68,237,150,"(68, 237, 150)",1
38,25,10,"(38, 25, 10)",1
38,268,24,"(38, 268, 24)",1
38,268,25,"(38, 268, 25)",1
38,268,10,"(38, 268, 10)",1
38,10,24,"(38, 10, 24)",1
38,10,25,"(38, 10, 25)",1
38,10,268,"(38, 10, 268)",1
35,48,108,"(35, 48, 108)",1
35,48,56,"(35, 48, 56)",1
35,108,48,"(35, 108, 48)",1
35,108,56,"(35, 108, 56)",1
35,56,48,"(35, 56, 48)",1
35,56,108,"(35, 56, 108)",1
26,48,108,"(26, 48, 108)",1
26,48,56,"(26, 48, 56)",1
26,108,48,"(26, 108, 48)",1
26,108,56,"(26, 108, 56)",1
26,56,48,"(26, 56, 48)",1
26,56,108,"(26, 56, 108)",1
48,35,108,"(48, 35, 108)",1
48,35,56,"(48, 35, 56)",1
38,25,268,"(38, 25, 268)",1
38,25,24,"(38, 25, 24)",1
38,24,10,"(38, 24, 10)",1
10,24,38,"(10, 24, 38)",1
268,25,38,"(268, 25, 38)",1
268,10,24,"(268, 10, 24)",1
268,10,25,"(268, 10, 25)",1
268,10,38,"(268, 10, 38)",1
268,38,24,"(268, 38, 24)",1
268,38,25,"(268, 38, 25)",1
268,38,10,"(268, 38, 10)",1
10,24,25,"(10, 24, 25)",1
10,24,268,"(10, 24, 268)",1
10,25,24,"(10, 25, 24)",1
38,24,268,"(38, 24, 268)",1
10,25,268,"(10, 25, 268)",1
10,25,38,"(10, 25, 38)",1
10,268,24,"(10, 268, 24)",1
10,268,25,"(10, 268, 25)",1
10,268,38,"(10, 268, 38)",1
10,38,24,"(10, 38, 24)",1
10,38,25,"(10, 38, 25)",1
10,38,268,"(10, 38, 268)",1
38,24,25,"(38, 24, 25)",1
48,26,108,"(48, 26, 108)",1
48,26,56,"(48, 26, 56)",1
48,108,35,"(48, 108, 35)",1
6,5,127,"(6, 5, 127)",1
11,5,127,"(11, 5, 127)",1
11,6,127,"(11, 6, 127)",1
11,127,5,"(11, 127, 5)",1
11,127,6,"(11, 127, 6)",1
5,11,127,"(5, 11, 127)",1
5,6,127,"(5, 6, 127)",1
5,127,11,"(5, 127, 11)",1
5,127,6,"(5, 127, 6)",1
6,11,127,"(6, 11, 127)",1
6,127,11,"(6, 127, 11)",1
56,108,26,"(56, 108, 26)",1
6,127,5,"(6, 127, 5)",1
127,11,5,"(127, 11, 5)",1
127,11,6,"(127, 11, 6)",1
127,5,11,"(127, 5, 11)",1
127,5,6,"(127, 5, 6)",1
127,6,11,"(127, 6, 11)",1
127,6,5,"(127, 6, 5)",1
237,68,150,"(237, 68, 150)",1
237,150,68,"(237, 150, 68)",1
56,108,48,"(56, 108, 48)",1
56,108,35,"(56, 108, 35)",1
48,108,26,"(48, 108, 26)",1
108,48,26,"(108, 48, 26)",1
48,108,56,"(48, 108, 56)",1
48,56,35,"(48, 56, 35)",1
48,56,26,"(48, 56, 26)",1
48,56,108,"(48, 56, 108)",1
108,35,48,"(108, 35, 48)",1
108,35,56,"(108, 35, 56)",1
108,26,48,"(108, 26, 48)",1
108,26,56,"(108, 26, 56)",1
108,48,35,"(108, 48, 35)",1
108,48,56,"(108, 48, 56)",1
56,48,108,"(56, 48, 108)",1
108,56,35,"(108, 56, 35)",1
108,56,26,"(108, 56, 26)",1
108,56,48,"(108, 56, 48)",1
56,35,48,"(56, 35, 48)",1
56,35,108,"(56, 35, 108)",1
56,26,48,"(56, 26, 48)",1
56,26,108,"(56, 26, 108)",1
56,48,35,"(56, 48, 35)",1
56,48,26,"(56, 48, 26)",1
16,51,182,"(16, 51, 182)",1
51,16,182,"(51, 16, 182)",1
268,25,24,"(268, 25, 24)",1
162,226,169,"(162, 226, 169)",1
243,48,306,"(243, 48, 306)",1
243,120,48,"(243, 120, 48)",1
243,120,325,"(243, 120, 325)",1
243,120,306,"(243, 120, 306)",1
243,325,48,"(243, 325, 48)",1
243,325,120,"(243, 325, 120)",1
243,325,306,"(243, 325, 306)",1
243,306,48,"(243, 306, 48)",1
243,306,120,"(243, 306, 120)",1
243,306,325,"(243, 306, 325)",1
48,243,120,"(48, 243, 120)",1
48,243,325,"(48, 243, 325)",1
48,243,306,"(48, 243, 306)",1
48,120,243,"(48, 120, 243)",1
48,120,325,"(48, 120, 325)",1
48,120,306,"(48, 120, 306)",1
48,325,243,"(48, 325, 243)",1
48,325,120,"(48, 325, 120)",1
48,325,306,"(48, 325, 306)",1
48,306,243,"(48, 306, 243)",1
48,306,120,"(48, 306, 120)",1
243,48,325,"(243, 48, 325)",1
243,48,120,"(243, 48, 120)",1
189,226,84,"(189, 226, 84)",1
42,169,162,"(42, 169, 162)",1
162,169,42,"(162, 169, 42)",1
162,42,169,"(162, 42, 169)",1
226,162,169,"(226, 162, 169)",1
226,169,162,"(226, 169, 162)",1
169,162,226,"(169, 162, 226)",1
169,162,42,"(169, 162, 42)",1
169,226,162,"(169, 226, 162)",1
169,42,162,"(169, 42, 162)",1
42,162,169,"(42, 162, 169)",1
126,63,216,"(126, 63, 216)",1
189,84,226,"(189, 84, 226)",1
126,216,63,"(126, 216, 63)",1
63,126,216,"(63, 126, 216)",1
63,216,126,"(63, 216, 126)",1
216,126,63,"(216, 126, 63)",1
216,63,126,"(216, 63, 126)",1
84,226,189,"(84, 226, 189)",1
84,189,226,"(84, 189, 226)",1
226,84,189,"(226, 84, 189)",1
226,189,84,"(226, 189, 84)",1
48,306,325,"(48, 306, 325)",1
120,243,48,"(120, 243, 48)",1
120,243,325,"(120, 243, 325)",1
256,173,178,"(256, 173, 178)",1
306,48,243,"(306, 48, 243)",1
306,48,120,"(306, 48, 120)",1
306,48,325,"(306, 48, 325)",1
306,120,243,"(306, 120, 243)",1
306,120,48,"(306, 120, 48)",1
306,120,325,"(306, 120, 325)",1
306,325,243,"(306, 325, 243)",1
306,325,48,"(306, 325, 48)",1
306,325,120,"(306, 325, 120)",1
256,173,212,"(256, 173, 212)",1
306,243,120,"(306, 243, 120)",1
256,173,143,"(256, 173, 143)",1
256,178,173,"(256, 178, 173)",1
256,178,212,"(256, 178, 212)",1
256,178,143,"(256, 178, 143)",1
256,212,173,"(256, 212, 173)",1
256,212,178,"(256, 212, 178)",1
256,212,143,"(256, 212, 143)",1
256,143,173,"(256, 143, 173)",1
256,143,178,"(256, 143, 178)",1
306,243,325,"(306, 243, 325)",1
306,243,48,"(306, 243, 48)",1
120,243,306,"(120, 243, 306)",1
325,243,48,"(325, 243, 48)",1
120,48,243,"(120, 48, 243)",1
120,48,325,"(120, 48, 325)",1
120,48,306,"(120, 48, 306)",1
120,325,243,"(120, 325, 243)",1
120,325,48,"(120, 325, 48)",1
120,325,306,"(120, 325, 306)",1
120,306,243,"(120, 306, 243)",1
120,306,48,"(120, 306, 48)",1
120,306,325,"(120, 306, 325)",1
325,243,120,"(325, 243, 120)",1
325,306,120,"(325, 306, 120)",1
325,243,306,"(325, 243, 306)",1
325,48,243,"(325, 48, 243)",1
325,48,120,"(325, 48, 120)",1
325,48,306,"(325, 48, 306)",1
325,120,243,"(325, 120, 243)",1
325,120,48,"(325, 120, 48)",1
325,120,306,"(325, 120, 306)",1
325,306,243,"(325, 306, 243)",1
325,306,48,"(325, 306, 48)",1
162,169,226,"(162, 169, 226)",1
117,253,209,"(117, 253, 209)",1
438,67,108,"(438, 67, 108)",1
117,253,0,"(117, 253, 0)",1
197,343,30,"(197, 343, 30)",1
197,325,343,"(197, 325, 343)",1
197,325,30,"(197, 325, 30)",1
197,30,343,"(197, 30, 343)",1
197,30,325,"(197, 30, 325)",1
343,197,325,"(343, 197, 325)",1
343,197,30,"(343, 197, 30)",1
343,325,197,"(343, 325, 197)",1
343,325,30,"(343, 325, 30)",1
343,30,197,"(343, 30, 197)",1
343,30,325,"(343, 30, 325)",1
325,197,343,"(325, 197, 343)",1
325,197,30,"(325, 197, 30)",1
325,343,197,"(325, 343, 197)",1
325,343,30,"(325, 343, 30)",1
325,30,197,"(325, 30, 197)",1
325,30,343,"(325, 30, 343)",1
30,197,343,"(30, 197, 343)",1
30,197,325,"(30, 197, 325)",1
30,343,197,"(30, 343, 197)",1
30,343,325,"(30, 343, 325)",1
197,343,325,"(197, 343, 325)",1
30,108,67,"(30, 108, 67)",1
30,108,438,"(30, 108, 438)",1
67,30,438,"(67, 30, 438)",1
438,67,30,"(438, 67, 30)",1
438,108,67,"(438, 108, 67)",1
438,108,30,"(438, 108, 30)",1
438,30,67,"(438, 30, 67)",1
438,30,108,"(438, 30, 108)",1
67,438,108,"(67, 438, 108)",1
67,438,30,"(67, 438, 30)",1
67,108,438,"(67, 108, 438)",1
67,108,30,"(67, 108, 30)",1
67,30,108,"(67, 30, 108)",1
30,67,108,"(30, 67, 108)",1
108,438,67,"(108, 438, 67)",1
108,438,30,"(108, 438, 30)",1
108,67,438,"(108, 67, 438)",1
108,67,30,"(108, 67, 30)",1
108,30,438,"(108, 30, 438)",1
108,30,67,"(108, 30, 67)",1
30,438,67,"(30, 438, 67)",1
30,438,108,"(30, 438, 108)",1
30,67,438,"(30, 67, 438)",1
30,325,197,"(30, 325, 197)",1
30,325,343,"(30, 325, 343)",1
162,92,180,"(162, 92, 180)",1
209,117,253,"(209, 117, 253)",1
0,253,209,"(0, 253, 209)",1
0,253,117,"(0, 253, 117)",1
0,117,209,"(0, 117, 209)",1
0,117,253,"(0, 117, 253)",1
209,0,253,"(209, 0, 253)",1
209,0,117,"(209, 0, 117)",1
209,253,0,"(209, 253, 0)",1
209,253,117,"(209, 253, 117)",1
209,117,0,"(209, 117, 0)",1
253,0,209,"(253, 0, 209)",1
0,209,253,"(0, 209, 253)",1
253,0,117,"(253, 0, 117)",1
253,209,0,"(253, 209, 0)",1
253,209,117,"(253, 209, 117)",1
253,117,0,"(253, 117, 0)",1
253,117,209,"(253, 117, 209)",1
117,0,209,"(117, 0, 209)",1
117,0,253,"(117, 0, 253)",1
117,209,0,"(117, 209, 0)",1
117,209,253,"(117, 209, 253)",1
0,209,117,"(0, 209, 117)",1
255,127,155,"(255, 127, 155)",1
162,180,92,"(162, 180, 92)",1
68,126,233,"(68, 126, 233)",1
92,162,180,"(92, 162, 180)",1
92,180,162,"(92, 180, 162)",1
180,162,92,"(180, 162, 92)",1
180,92,162,"(180, 92, 162)",1
